Date_Confirmed,Region,total,daily
24-03-2020,Spain,39885.0,4749.0
24-03-2020,United Kingdom,742.0,131.0
24-03-2020,"Korea, South",9037.0,76.0
24-03-2020,US,53736.0,9893.0
24-03-2020,Mexico,367.0,51.0
24-03-2020,AGUASCALIENTES,116.0,0.0
24-03-2020,BAJA CALIFORNIA,381.0,0.0
24-03-2020,BAJA CALIFORNIA SUR,152.0,0.0
24-03-2020,CAMPECHE,33.0,0.0
24-03-2020,CDMX,1823.0,6.0
24-03-2020,CHIAPAS,48.0,0.0
24-03-2020,CHIHUAHUA,66.0,1.0
24-03-2020,COAHUILA,241.0,0.0
24-03-2020,COLIMA,17.0,0.0
24-03-2020,DURANGO,35.0,0.0
24-03-2020,GUANAJUATO,159.0,5.0
24-03-2020,GUERRERO,91.0,1.0
24-03-2020,HIDALGO,72.0,0.0
24-03-2020,JALISCO,273.0,0.0
24-03-2020,MEXICO,635.0,0.0
24-03-2020,MICHOACAN,150.0,1.0
24-03-2020,MORELOS,46.0,0.0
24-03-2020,NAYARIT,7.0,0.0
24-03-2020,NUEVO LEON,296.0,12.0
24-03-2020,OAXACA,67.0,0.0
24-03-2020,PUEBLA,362.0,6.0
24-03-2020,QUERETARO,64.0,0.0
24-03-2020,QUINTANA ROO,289.0,1.0
24-03-2020,SAN LUIS POTOSI,78.0,0.0
24-03-2020,SINALOA,334.0,0.0
24-03-2020,SONORA,132.0,0.0
24-03-2020,TABASCO,224.0,0.0
24-03-2020,TAMAULIPAS,87.0,0.0
24-03-2020,TLAXCALA,4.0,0.0
24-03-2020,VERACRUZ,73.0,0.0
24-03-2020,YUCATAN,229.0,5.0
24-03-2020,ZACATECAS,31.0,0.0
24-03-2020,Mexico_SS,3465.0,38.0
25-03-2020,China,2475.0,3.0
25-03-2020,Italy,74386.0,5210.0
25-03-2020,Spain,49515.0,9630.0
25-03-2020,United Kingdom,876.0,134.0
25-03-2020,"Korea, South",9137.0,100.0
25-03-2020,US,65778.0,12042.0
25-03-2020,Mexico,405.0,38.0
25-03-2020,AGUASCALIENTES,122.0,6.0
25-03-2020,BAJA CALIFORNIA,382.0,1.0
25-03-2020,BAJA CALIFORNIA SUR,155.0,3.0
25-03-2020,CAMPECHE,33.0,0.0
25-03-2020,CDMX,1839.0,16.0
25-03-2020,CHIAPAS,50.0,2.0
25-03-2020,CHIHUAHUA,66.0,0.0
25-03-2020,COAHUILA,241.0,0.0
25-03-2020,COLIMA,17.0,0.0
25-03-2020,DURANGO,35.0,0.0
25-03-2020,GUANAJUATO,166.0,7.0
25-03-2020,GUERRERO,92.0,1.0
25-03-2020,HIDALGO,72.0,0.0
25-03-2020,JALISCO,273.0,0.0
25-03-2020,MEXICO,639.0,4.0
25-03-2020,MICHOACAN,152.0,2.0
25-03-2020,MORELOS,46.0,0.0
25-03-2020,NAYARIT,10.0,3.0
25-03-2020,NUEVO LEON,296.0,0.0
25-03-2020,OAXACA,70.0,3.0
25-03-2020,PUEBLA,374.0,12.0
25-03-2020,QUERETARO,66.0,2.0
25-03-2020,QUINTANA ROO,289.0,0.0
25-03-2020,SAN LUIS POTOSI,79.0,1.0
25-03-2020,SINALOA,334.0,0.0
25-03-2020,SONORA,132.0,0.0
25-03-2020,TABASCO,224.0,0.0
25-03-2020,TAMAULIPAS,88.0,1.0
25-03-2020,TLAXCALA,71.0,1.0
25-03-2020,VERACRUZ,73.0,0.0
25-03-2020,YUCATAN,234.0,5.0
25-03-2020,ZACATECAS,31.0,0.0
25-03-2020,Mexico_SS,4589.0,70.0
26-03-2020,China,2478.0,3.0
26-03-2020,Italy,80589.0,6203.0
26-03-2020,Spain,57786.0,8271.0
26-03-2020,United Kingdom,1074.0,198.0
26-03-2020,"Korea, South",9241.0,104.0
26-03-2020,US,83836.0,18058.0
26-03-2020,Mexico,475.0,70.0
26-03-2020,AGUASCALIENTES,123.0,1.0
26-03-2020,BAJA CALIFORNIA,387.0,5.0
26-03-2020,"BAJA CALIFORNIA
SUR",2.0,2.0
26-03-2020,BAJA CALIFORNIA SUR,155.0,0.0
26-03-2020,CAMPECHE,33.0,0.0
26-03-2020,CDMX,1840.0,1.0
26-03-2020,CHIAPAS,50.0,0.0
26-03-2020,CHIHUAHUA,66.0,0.0
26-03-2020,COAHUILA,242.0,1.0
26-03-2020,COLIMA,17.0,0.0
26-03-2020,DURANGO,35.0,0.0
26-03-2020,GUANAJUATO,170.0,4.0
26-03-2020,GUERRERO,92.0,0.0
26-03-2020,HIDALGO,77.0,5.0
26-03-2020,JALISCO,292.0,19.0
26-03-2020,MEXICO,659.0,20.0
26-03-2020,MICHOACAN,153.0,1.0
26-03-2020,MORELOS,48.0,2.0
26-03-2020,NAYARIT,10.0,0.0
26-03-2020,NUEVO LEON,301.0,5.0
26-03-2020,OAXACA,71.0,1.0
26-03-2020,PUEBLA,385.0,11.0
26-03-2020,QUERETARO,69.0,3.0
26-03-2020,QUINTANA ROO,296.0,7.0
26-03-2020,SAN LUIS POTOSI,80.0,1.0
26-03-2020,SINALOA,338.0,4.0
26-03-2020,SONORA,135.0,3.0
26-03-2020,TABASCO,235.0,11.0
26-03-2020,TAMAULIPAS,88.0,0.0
26-03-2020,TLAXCALA,71.0,0.0
26-03-2020,VERACRUZ,73.0,0.0
26-03-2020,YUCATAN,237.0,3.0
26-03-2020,ZACATECAS,32.0,1.0
26-03-2020,Mexico_SS,6172.0,111.0
27-03-2020,China,2482.0,4.0
27-03-2020,Italy,86498.0,5909.0
27-03-2020,Spain,65719.0,7933.0
27-03-2020,United Kingdom,1340.0,266.0
27-03-2020,"Korea, South",9332.0,91.0
27-03-2020,US,101657.0,17821.0
27-03-2020,Mexico,585.0,110.0
27-03-2020,AGUASCALIENTES,129.0,6.0
27-03-2020,BAJA CALIFORNIA,388.0,1.0
27-03-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
27-03-2020,BAJA CALIFORNIA SUR,157.0,2.0
27-03-2020,CAMPECHE,33.0,0.0
27-03-2020,CDMX,1866.0,25.0
27-03-2020,CHIAPAS,53.0,3.0
27-03-2020,CHIHUAHUA,66.0,0.0
27-03-2020,COAHUILA,243.0,1.0
27-03-2020,COLIMA,17.0,0.0
27-03-2020,DURANGO,37.0,2.0
27-03-2020,GUANAJUATO,178.0,8.0
27-03-2020,GUERRERO,92.0,0.0
27-03-2020,HIDALGO,77.0,0.0
27-03-2020,JALISCO,305.0,13.0
27-03-2020,MEXICO,683.0,24.0
27-03-2020,MICHOACAN,158.0,5.0
27-03-2020,MORELOS,48.0,0.0
27-03-2020,NAYARIT,11.0,1.0
27-03-2020,NUEVO LEON,308.0,7.0
27-03-2020,OAXACA,74.0,3.0
27-03-2020,PUEBLA,391.0,6.0
27-03-2020,QUERETARO,71.0,2.0
27-03-2020,QUINTANA ROO,296.0,0.0
27-03-2020,SAN LUIS POTOSI,81.0,1.0
27-03-2020,SINALOA,339.0,1.0
27-03-2020,SONORA,136.0,1.0
27-03-2020,TABASCO,239.0,4.0
27-03-2020,TAMAULIPAS,88.0,0.0
27-03-2020,TLAXCALA,74.0,3.0
27-03-2020,VERACRUZ,83.0,10.0
27-03-2020,YUCATAN,241.0,4.0
27-03-2020,ZACATECAS,32.0,0.0
27-03-2020,Mexico_SS,6245.0,133.0
28-03-2020,China,2485.0,3.0
28-03-2020,Italy,92472.0,5974.0
28-03-2020,Spain,73235.0,7516.0
28-03-2020,United Kingdom,1574.0,234.0
28-03-2020,"Korea, South",9478.0,146.0
28-03-2020,US,121465.0,19808.0
28-03-2020,Mexico,717.0,132.0
28-03-2020,AGUASCALIENTES,129.0,0.0
28-03-2020,BAJA CALIFORNIA,388.0,0.0
28-03-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
28-03-2020,BAJA CALIFORNIA SUR,157.0,0.0
28-03-2020,CAMPECHE,34.0,1.0
28-03-2020,CDMX,1936.0,70.0
28-03-2020,CHIAPAS,53.0,0.0
28-03-2020,CHIHUAHUA,66.0,0.0
28-03-2020,COAHUILA,244.0,1.0
28-03-2020,COLIMA,17.0,0.0
28-03-2020,DURANGO,37.0,0.0
28-03-2020,GUANAJUATO,184.0,6.0
28-03-2020,GUERRERO,95.0,3.0
28-03-2020,HIDALGO,77.0,0.0
28-03-2020,JALISCO,310.0,5.0
28-03-2020,MEXICO,698.0,15.0
28-03-2020,MICHOACAN,159.0,1.0
28-03-2020,MORELOS,48.0,0.0
28-03-2020,NAYARIT,11.0,0.0
28-03-2020,NUEVO LEON,308.0,0.0
28-03-2020,OAXACA,75.0,1.0
28-03-2020,PUEBLA,392.0,1.0
28-03-2020,QUERETARO,73.0,2.0
28-03-2020,QUINTANA ROO,300.0,4.0
28-03-2020,SAN LUIS POTOSI,82.0,1.0
28-03-2020,SINALOA,345.0,5.0
28-03-2020,SONORA,138.0,2.0
28-03-2020,TABASCO,245.0,6.0
28-03-2020,TAMAULIPAS,88.0,0.0
28-03-2020,TLAXCALA,74.0,0.0
28-03-2020,VERACRUZ,89.0,6.0
28-03-2020,YUCATAN,243.0,2.0
28-03-2020,ZACATECAS,32.0,0.0
28-03-2020,Mexico_SS,5642.0,132.0
29-03-2020,China,2489.0,4.0
29-03-2020,Italy,97689.0,5217.0
29-03-2020,Spain,80110.0,6875.0
29-03-2020,United Kingdom,1798.0,224.0
29-03-2020,"Korea, South",9583.0,105.0
29-03-2020,US,140909.0,19444.0
29-03-2020,Mexico,848.0,131.0
29-03-2020,AGUASCALIENTES,134.0,5.0
29-03-2020,BAJA CALIFORNIA,391.0,3.0
29-03-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
29-03-2020,BAJA CALIFORNIA SUR,159.0,2.0
29-03-2020,CAMPECHE,34.0,0.0
29-03-2020,CDMX,1956.0,19.0
29-03-2020,CHIAPAS,57.0,4.0
29-03-2020,CHIHUAHUA,66.0,0.0
29-03-2020,COAHUILA,262.0,17.0
29-03-2020,COLIMA,17.0,0.0
29-03-2020,DURANGO,37.0,0.0
29-03-2020,GUANAJUATO,184.0,0.0
29-03-2020,GUERRERO,98.0,3.0
29-03-2020,HIDALGO,82.0,5.0
29-03-2020,JALISCO,311.0,1.0
29-03-2020,MEXICO,732.0,34.0
29-03-2020,MICHOACAN,159.0,0.0
29-03-2020,MORELOS,50.0,2.0
29-03-2020,NAYARIT,11.0,0.0
29-03-2020,NUEVO LEON,311.0,3.0
29-03-2020,OAXACA,77.0,2.0
29-03-2020,PUEBLA,406.0,14.0
29-03-2020,QUERETARO,74.0,1.0
29-03-2020,QUINTANA ROO,305.0,5.0
29-03-2020,SAN LUIS POTOSI,86.0,4.0
29-03-2020,SINALOA,350.0,5.0
29-03-2020,SONORA,142.0,4.0
29-03-2020,TABASCO,251.0,6.0
29-03-2020,TAMAULIPAS,89.0,1.0
29-03-2020,TLAXCALA,74.0,0.0
29-03-2020,VERACRUZ,90.0,1.0
29-03-2020,YUCATAN,246.0,3.0
29-03-2020,ZACATECAS,33.0,1.0
29-03-2020,Mexico_SS,6692.0,145.0
30-03-2020,China,2491.0,2.0
30-03-2020,Italy,101739.0,4050.0
30-03-2020,Spain,87956.0,7846.0
30-03-2020,United Kingdom,2041.0,243.0
30-03-2020,"Korea, South",9661.0,78.0
30-03-2020,US,161831.0,20922.0
30-03-2020,Mexico,993.0,145.0
30-03-2020,AGUASCALIENTES,134.0,0.0
30-03-2020,BAJA CALIFORNIA,395.0,4.0
30-03-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
30-03-2020,BAJA CALIFORNIA SUR,161.0,2.0
30-03-2020,CAMPECHE,34.0,0.0
30-03-2020,CDMX,1965.0,9.0
30-03-2020,CHIAPAS,58.0,1.0
30-03-2020,CHIHUAHUA,66.0,0.0
30-03-2020,COAHUILA,269.0,7.0
30-03-2020,COLIMA,17.0,0.0
30-03-2020,DURANGO,37.0,0.0
30-03-2020,GUANAJUATO,190.0,6.0
30-03-2020,GUERRERO,98.0,0.0
30-03-2020,HIDALGO,82.0,0.0
30-03-2020,JALISCO,318.0,7.0
30-03-2020,MEXICO,749.0,17.0
30-03-2020,MICHOACAN,159.0,0.0
30-03-2020,MORELOS,50.0,0.0
30-03-2020,NAYARIT,12.0,1.0
30-03-2020,NUEVO LEON,319.0,8.0
30-03-2020,OAXACA,77.0,0.0
30-03-2020,PUEBLA,416.0,10.0
30-03-2020,QUERETARO,75.0,1.0
30-03-2020,QUINTANA ROO,310.0,5.0
30-03-2020,SAN LUIS POTOSI,87.0,1.0
30-03-2020,SINALOA,355.0,5.0
30-03-2020,SONORA,145.0,3.0
30-03-2020,TABASCO,256.0,5.0
30-03-2020,TAMAULIPAS,90.0,1.0
30-03-2020,TLAXCALA,74.0,0.0
30-03-2020,VERACRUZ,92.0,2.0
30-03-2020,YUCATAN,251.0,5.0
30-03-2020,ZACATECAS,34.0,1.0
30-03-2020,Mexico_SS,6547.0,101.0
31-03-2020,China,2493.0,2.0
31-03-2020,Italy,105792.0,4053.0
31-03-2020,Spain,95923.0,7967.0
31-03-2020,United Kingdom,2316.0,275.0
31-03-2020,"Korea, South",9786.0,125.0
31-03-2020,US,188172.0,26341.0
31-03-2020,Mexico,1094.0,101.0
31-03-2020,AGUASCALIENTES,146.0,12.0
31-03-2020,BAJA CALIFORNIA,403.0,8.0
31-03-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
31-03-2020,BAJA CALIFORNIA SUR,165.0,4.0
31-03-2020,CAMPECHE,36.0,2.0
31-03-2020,CDMX,1993.0,28.0
31-03-2020,CHIAPAS,60.0,2.0
31-03-2020,CHIHUAHUA,67.0,1.0
31-03-2020,COAHUILA,274.0,5.0
31-03-2020,COLIMA,17.0,0.0
31-03-2020,DURANGO,37.0,0.0
31-03-2020,GUANAJUATO,193.0,3.0
31-03-2020,GUERRERO,100.0,2.0
31-03-2020,HIDALGO,84.0,2.0
31-03-2020,JALISCO,322.0,4.0
31-03-2020,MEXICO,762.0,13.0
31-03-2020,MICHOACAN,163.0,4.0
31-03-2020,MORELOS,51.0,1.0
31-03-2020,NAYARIT,12.0,0.0
31-03-2020,NUEVO LEON,320.0,1.0
31-03-2020,OAXACA,77.0,0.0
31-03-2020,PUEBLA,421.0,5.0
31-03-2020,QUERETARO,77.0,2.0
31-03-2020,QUINTANA ROO,314.0,4.0
31-03-2020,SAN LUIS POTOSI,87.0,0.0
31-03-2020,SINALOA,358.0,3.0
31-03-2020,SONORA,145.0,0.0
31-03-2020,TABASCO,266.0,10.0
31-03-2020,TAMAULIPAS,90.0,0.0
31-03-2020,TLAXCALA,74.0,0.0
31-03-2020,VERACRUZ,93.0,1.0
31-03-2020,YUCATAN,254.0,3.0
31-03-2020,ZACATECAS,34.0,0.0
31-03-2020,Mexico_SS,6922.0,120.0
01-04-2020,China,2496.0,3.0
01-04-2020,Italy,110574.0,4782.0
01-04-2020,Spain,104118.0,8195.0
01-04-2020,United Kingdom,2715.0,399.0
01-04-2020,"Korea, South",9887.0,101.0
01-04-2020,US,213372.0,25200.0
01-04-2020,Mexico,1215.0,121.0
02-04-2020,China,2498.0,2.0
02-04-2020,Italy,115242.0,4668.0
02-04-2020,Spain,112065.0,7947.0
02-04-2020,United Kingdom,3107.0,392.0
02-04-2020,"Korea, South",9976.0,89.0
02-04-2020,US,243762.0,30390.0
02-04-2020,Mexico,1378.0,163.0
03-04-2020,China,2500.0,2.0
03-04-2020,Italy,119827.0,4585.0
03-04-2020,Spain,119199.0,7134.0
03-04-2020,United Kingdom,3517.0,410.0
03-04-2020,"Korea, South",10062.0,86.0
03-04-2020,US,275586.0,31824.0
03-04-2020,Mexico,1510.0,132.0
04-04-2020,China,2501.0,1.0
04-04-2020,Italy,124632.0,4805.0
04-04-2020,Spain,126168.0,6969.0
04-04-2020,United Kingdom,3862.0,345.0
04-04-2020,"Korea, South",10156.0,94.0
04-04-2020,US,308853.0,33267.0
04-04-2020,Mexico,1688.0,178.0
04-04-2020,AGUASCALIENTES,12.0,1.0
04-04-2020,BAJA CALIFORNIA,7.0,1.0
04-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
04-04-2020,BAJA CALIFORNIA SUR,11.0,7.0
04-04-2020,CAMPECHE,3.0,2.0
04-04-2020,CDMX,230.0,86.0
04-04-2020,CHIAPAS,9.0,1.0
04-04-2020,CHIHUAHUA,7.0,1.0
04-04-2020,COAHUILA,29.0,2.0
04-04-2020,COLIMA,17.0,0.0
04-04-2020,DURANGO,4.0,2.0
04-04-2020,GUANAJUATO,9.0,1.0
04-04-2020,GUERRERO,100.0,0.0
04-04-2020,HIDALGO,13.0,2.0
04-04-2020,JALISCO,33.0,4.0
04-04-2020,MEXICO,45.0,6.0
04-04-2020,MICHOACAN,6.0,2.0
04-04-2020,MORELOS,7.0,2.0
04-04-2020,NAYARIT,4.0,1.0
04-04-2020,NUEVO LEON,19.0,3.0
04-04-2020,OAXACA,77.0,0.0
04-04-2020,PUEBLA,41.0,16.0
04-04-2020,QUERETARO,5.0,2.0
04-04-2020,QUINTANA ROO,30.0,10.0
04-04-2020,SAN LUIS POTOSI,12.0,1.0
04-04-2020,SINALOA,38.0,23.0
04-04-2020,SONORA,7.0,5.0
04-04-2020,TABASCO,28.0,9.0
04-04-2020,TAMAULIPAS,10.0,3.0
04-04-2020,TLAXCALA,5.0,1.0
04-04-2020,VERACRUZ,9.0,2.0
04-04-2020,YUCATAN,12.0,3.0
04-04-2020,ZACATECAS,5.0,3.0
04-04-2020,Mexico_SS,650.0,202.0
05-04-2020,China,2503.0,2.0
05-04-2020,Italy,128948.0,4316.0
05-04-2020,Spain,131646.0,5478.0
05-04-2020,United Kingdom,4403.0,541.0
05-04-2020,"Korea, South",10237.0,81.0
05-04-2020,US,337072.0,28219.0
05-04-2020,Mexico,1890.0,202.0
06-04-2020,China,2505.0,2.0
06-04-2020,Italy,132547.0,3599.0
06-04-2020,Spain,136675.0,5029.0
06-04-2020,United Kingdom,4753.0,350.0
06-04-2020,"Korea, South",10284.0,47.0
06-04-2020,US,366667.0,29595.0
06-04-2020,Mexico,2143.0,253.0
07-04-2020,China,2507.0,2.0
07-04-2020,Italy,135586.0,3039.0
07-04-2020,Spain,141942.0,5267.0
07-04-2020,United Kingdom,5086.0,333.0
07-04-2020,"Korea, South",10331.0,47.0
07-04-2020,US,397505.0,30838.0
07-04-2020,Mexico,2439.0,296.0
08-04-2020,China,2509.0,2.0
08-04-2020,Italy,139422.0,3836.0
08-04-2020,Spain,148220.0,6278.0
08-04-2020,United Kingdom,5589.0,503.0
08-04-2020,"Korea, South",10384.0,53.0
08-04-2020,US,429052.0,31547.0
08-04-2020,Mexico,2785.0,346.0
09-04-2020,China,2512.0,3.0
09-04-2020,Italy,143626.0,4204.0
09-04-2020,Spain,153222.0,5002.0
09-04-2020,United Kingdom,5988.0,399.0
09-04-2020,"Korea, South",10423.0,39.0
09-04-2020,US,462780.0,33728.0
09-04-2020,Mexico,3181.0,396.0
10-04-2020,China,2513.0,1.0
10-04-2020,Italy,147577.0,3951.0
10-04-2020,Spain,158273.0,5051.0
10-04-2020,United Kingdom,6782.0,794.0
10-04-2020,"Korea, South",10450.0,27.0
10-04-2020,US,496535.0,33755.0
10-04-2020,Mexico,3441.0,260.0
11-04-2020,China,2516.0,3.0
11-04-2020,Italy,152271.0,4694.0
11-04-2020,Spain,163027.0,4754.0
11-04-2020,United Kingdom,7261.0,479.0
11-04-2020,"Korea, South",10480.0,30.0
11-04-2020,US,526396.0,29861.0
11-04-2020,Mexico,3844.0,403.0
12-04-2020,China,2519.0,3.0
12-04-2020,Italy,156363.0,4092.0
12-04-2020,Spain,166831.0,3804.0
12-04-2020,United Kingdom,7746.0,485.0
12-04-2020,"Korea, South",10512.0,32.0
12-04-2020,US,555313.0,28917.0
12-04-2020,Mexico,4219.0,375.0
13-04-2020,China,2522.0,3.0
13-04-2020,Italy,159516.0,3153.0
13-04-2020,Spain,170099.0,3268.0
13-04-2020,United Kingdom,8143.0,397.0
13-04-2020,"Korea, South",10537.0,25.0
13-04-2020,US,580619.0,25306.0
13-04-2020,Mexico,4661.0,442.0
13-04-2020,AGUASCALIENTES,73.0,7.0
13-04-2020,BAJA CALIFORNIA,175.0,26.0
13-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
13-04-2020,BAJA CALIFORNIA SUR,91.0,10.0
13-04-2020,CAMPECHE,12.0,2.0
13-04-2020,CDMX,1071.0,87.0
13-04-2020,CHIAPAS,35.0,1.0
13-04-2020,CHIHUAHUA,34.0,1.0
13-04-2020,COAHUILA,134.0,13.0
13-04-2020,COLIMA,11.0,1.0
13-04-2020,DURANGO,23.0,2.0
13-04-2020,GUANAJUATO,87.0,12.0
13-04-2020,GUERRERO,48.0,5.0
13-04-2020,HIDALGO,42.0,3.0
13-04-2020,JALISCO,151.0,13.0
13-04-2020,MEXICO,368.0,33.0
13-04-2020,MICHOACAN,90.0,10.0
13-04-2020,MORELOS,28.0,2.0
13-04-2020,NAYARIT,4.0,0.0
13-04-2020,NUEVO LEON,164.0,15.0
13-04-2020,OAXACA,41.0,4.0
13-04-2020,PUEBLA,232.0,16.0
13-04-2020,QUERETARO,37.0,2.0
13-04-2020,QUINTANA ROO,156.0,16.0
13-04-2020,SAN LUIS POTOSI,46.0,2.0
13-04-2020,SINALOA,179.0,22.0
13-04-2020,SONORA,74.0,10.0
13-04-2020,TABASCO,132.0,10.0
13-04-2020,TAMAULIPAS,48.0,4.0
13-04-2020,TLAXCALA,42.0,4.0
13-04-2020,VERACRUZ,41.0,3.0
13-04-2020,YUCATAN,128.0,16.0
13-04-2020,ZACATECAS,19.0,1.0
13-04-2020,Mexico_SS,3812.0,353.0
14-04-2020,China,2524.0,2.0
14-04-2020,Italy,162488.0,2972.0
14-04-2020,Spain,172541.0,2442.0
14-04-2020,United Kingdom,8622.0,479.0
14-04-2020,"Korea, South",10564.0,27.0
14-04-2020,US,607670.0,27051.0
14-04-2020,Mexico,5014.0,353.0
14-04-2020,AGUASCALIENTES,80.0,7.0
14-04-2020,BAJA CALIFORNIA,201.0,26.0
14-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
14-04-2020,BAJA CALIFORNIA SUR,101.0,10.0
14-04-2020,CAMPECHE,14.0,2.0
14-04-2020,CDMX,1180.0,103.0
14-04-2020,CHIAPAS,36.0,1.0
14-04-2020,CHIHUAHUA,36.0,2.0
14-04-2020,COAHUILA,150.0,16.0
14-04-2020,COLIMA,12.0,1.0
14-04-2020,DURANGO,24.0,1.0
14-04-2020,GUANAJUATO,100.0,13.0
14-04-2020,GUERRERO,56.0,8.0
14-04-2020,HIDALGO,46.0,4.0
14-04-2020,JALISCO,166.0,13.0
14-04-2020,MEXICO,405.0,36.0
14-04-2020,MICHOACAN,100.0,10.0
14-04-2020,MORELOS,30.0,2.0
14-04-2020,NAYARIT,4.0,0.0
14-04-2020,NUEVO LEON,181.0,15.0
14-04-2020,OAXACA,46.0,4.0
14-04-2020,PUEBLA,251.0,17.0
14-04-2020,QUERETARO,39.0,2.0
14-04-2020,QUINTANA ROO,173.0,17.0
14-04-2020,SAN LUIS POTOSI,50.0,3.0
14-04-2020,SINALOA,201.0,22.0
14-04-2020,SONORA,84.0,10.0
14-04-2020,TABASCO,144.0,12.0
14-04-2020,TAMAULIPAS,52.0,4.0
14-04-2020,TLAXCALA,46.0,4.0
14-04-2020,VERACRUZ,44.0,3.0
14-04-2020,YUCATAN,144.0,16.0
14-04-2020,ZACATECAS,20.0,1.0
14-04-2020,Mexico_SS,4212.0,385.0
15-04-2020,China,2526.0,2.0
15-04-2020,Italy,165155.0,2667.0
15-04-2020,Spain,177644.0,5103.0
15-04-2020,United Kingdom,9044.0,422.0
15-04-2020,"Korea, South",10591.0,27.0
15-04-2020,US,636350.0,28680.0
15-04-2020,Mexico,5399.0,385.0
15-04-2020,AGUASCALIENTES,87.0,7.0
15-04-2020,BAJA CALIFORNIA,232.0,31.0
15-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
15-04-2020,BAJA CALIFORNIA SUR,113.0,12.0
15-04-2020,CAMPECHE,17.0,3.0
15-04-2020,CDMX,1303.0,122.0
15-04-2020,CHIAPAS,37.0,1.0
15-04-2020,CHIHUAHUA,39.0,3.0
15-04-2020,COAHUILA,166.0,16.0
15-04-2020,COLIMA,13.0,1.0
15-04-2020,DURANGO,27.0,2.0
15-04-2020,GUANAJUATO,113.0,13.0
15-04-2020,GUERRERO,66.0,8.0
15-04-2020,HIDALGO,50.0,4.0
15-04-2020,JALISCO,181.0,15.0
15-04-2020,MEXICO,448.0,43.0
15-04-2020,MICHOACAN,111.0,11.0
15-04-2020,MORELOS,32.0,2.0
15-04-2020,NAYARIT,4.0,0.0
15-04-2020,NUEVO LEON,200.0,17.0
15-04-2020,OAXACA,51.0,4.0
15-04-2020,PUEBLA,275.0,23.0
15-04-2020,QUERETARO,44.0,3.0
15-04-2020,QUINTANA ROO,193.0,20.0
15-04-2020,SAN LUIS POTOSI,54.0,3.0
15-04-2020,SINALOA,231.0,29.0
15-04-2020,SONORA,94.0,10.0
15-04-2020,TABASCO,159.0,15.0
15-04-2020,TAMAULIPAS,57.0,5.0
15-04-2020,TLAXCALA,50.0,4.0
15-04-2020,VERACRUZ,48.0,4.0
15-04-2020,YUCATAN,160.0,16.0
15-04-2020,ZACATECAS,21.0,1.0
15-04-2020,Mexico_SS,4672.0,448.0
16-04-2020,China,2527.0,1.0
16-04-2020,Italy,168941.0,3786.0
16-04-2020,Spain,184948.0,7304.0
16-04-2020,United Kingdom,9468.0,424.0
16-04-2020,"Korea, South",10613.0,22.0
16-04-2020,US,667592.0,31242.0
16-04-2020,Mexico,5847.0,448.0
16-04-2020,AGUASCALIENTES,95.0,7.0
16-04-2020,BAJA CALIFORNIA,262.0,30.0
16-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
16-04-2020,BAJA CALIFORNIA SUR,123.0,10.0
16-04-2020,CAMPECHE,20.0,3.0
16-04-2020,CDMX,1430.0,124.0
16-04-2020,CHIAPAS,38.0,1.0
16-04-2020,CHIHUAHUA,42.0,3.0
16-04-2020,COAHUILA,183.0,17.0
16-04-2020,COLIMA,14.0,1.0
16-04-2020,DURANGO,30.0,2.0
16-04-2020,GUANAJUATO,126.0,13.0
16-04-2020,GUERRERO,74.0,8.0
16-04-2020,HIDALGO,54.0,4.0
16-04-2020,JALISCO,195.0,14.0
16-04-2020,MEXICO,495.0,42.0
16-04-2020,MICHOACAN,123.0,12.0
16-04-2020,MORELOS,35.0,3.0
16-04-2020,NAYARIT,4.0,0.0
16-04-2020,NUEVO LEON,225.0,17.0
16-04-2020,OAXACA,55.0,4.0
16-04-2020,PUEBLA,299.0,20.0
16-04-2020,QUERETARO,48.0,3.0
16-04-2020,QUINTANA ROO,218.0,22.0
16-04-2020,SAN LUIS POTOSI,57.0,3.0
16-04-2020,SINALOA,264.0,33.0
16-04-2020,SONORA,105.0,11.0
16-04-2020,TABASCO,171.0,12.0
16-04-2020,TAMAULIPAS,63.0,6.0
16-04-2020,TLAXCALA,54.0,4.0
16-04-2020,VERACRUZ,52.0,4.0
16-04-2020,YUCATAN,179.0,16.0
16-04-2020,ZACATECAS,22.0,1.0
16-04-2020,Mexico_SS,5151.0,450.0
17-04-2020,China,2538.0,11.0
17-04-2020,Italy,172434.0,3493.0
17-04-2020,Spain,190839.0,5891.0
17-04-2020,United Kingdom,9979.0,511.0
17-04-2020,"Korea, South",10635.0,22.0
17-04-2020,US,699706.0,32114.0
17-04-2020,Mexico,6297.0,450.0
17-04-2020,AGUASCALIENTES,104.0,9.0
17-04-2020,BAJA CALIFORNIA,307.0,45.0
17-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
17-04-2020,BAJA CALIFORNIA SUR,136.0,13.0
